title,title_link,company,summary,,,,,,,location1
"Software Engineer, Big Data",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BqSMNdf2G8RcZIzwV8fm2McrrMqjwZdl0pWmnrzp3aTuN1IOG33ebpKuw4Ml8G9m8TYzczoNx67pPXqtpfoSayiDWrC3H9ZnfXLsQExRynscXNF_qBSPHerWgqDkiQMXvhJTDg54FjmEYDRt030MIc0DInnPaJdwYha18sRLE1Gq8MGR4KDUuAwbL5YSNPq7ue2eYDe11mePaMS2PrAuJfzolvsyAPAwU3RuYjnUVS4N9vGpoKtDb6dKrgbh4kjmwXlm5pxk8heOFl6b6jCrwIpV5_q7q3Wdhw0cjI57-hsEs6f3WNco2t7GG8afWP7tLGxdI40brwK_RU-0SrNGDV1goLJkgSzRaQDa5cCHFr36L-g9h4oVzCFJdfN2P0WFYhioVbvSIsUoh7rSwZ-e5gpRD9uuNVvOprTKutQKFFRI78jvuYVrMg429Lo4W-IxU2Y0iFHnee6naKamTvfYh3&vjs=3&p=2&fvj=1,"DistroScale, Inc.","As a backend developer, you will be building a highly scalable, high-availability, and high performance ETL platform....",,,,,,,"San Bruno, CA"
Full-Time and Part-Time Spa and Retail Coordinators,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AgVRc5XbpMxG7EKtF8oXxsy6MTNGd9npsm9E_nmobybcByBygiw1UwTYVrYwiq5eBAflq_zKY6MH3jfQfrPvgOgGmY7qpeq90EjLUHUZCPAI_7ZO2wdHOe27bB1rtbJ_Cz50oQ0T26KbssYrLIJg0eQPheInr6y1ykiQo6KgfpUCRP8h8LQxT3bTERgzI0p7u--gSP1UJw9aqwzRtmCPNlxbwr5tc7i_eEJxGr6aQfa45Jg0gRarB3ilno6bsZlsfUlWFWhGunkai013FeIMW8jK0t16aF2Jno4YvFg4owVH6PSlHT1w74CXYZ3xHcAOafF-emzeTvdZtELBfkr8-9V6fI_bUihlao1anRwrLSXklqKbH9yJj4-5QZ0GGhQWmxPtV8IBAu7FkjN2zvO1Dnr7ExipRjZtOVbTONKG6SC6O37Pk76B4zlRW_BPUg-sQxLssLU8PI-HeFn8DmOCUy2KmSJJNDqkDgBk5V-66wNXG7IgUpoCVO&vjs=3&p=3&fvj=1,International Orange,"Book appointments accurately/efficiently utilizing sophisticated reservation software. Our compensation includes a competitive wage, health benefits, paid time...",,,,,,,"San Francisco, CA"
Security Consultant - SF,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D00sfe2cEH1rehEjhOKWojVqgdcYRXuFuscxI1ANVzZ5JTdgpSxkk25jv9oT8nwrWJN_LUTQ10VpMZtkJkB02729U4Phs52LzqgfR4WTluHS6Bx1FYyEya2wzORlZ7U5diExDHKqe7CM7PwbhShgLtTiFhUSDGLI7uOCUoIjyjP7s6nRlbtdTJ7uQWIFQ3BcFUbcltbaBVUZvO0cp-wQiJdbkXUGmvZa9ZGX9Bi3mHbwRf2_9_OridqOWeueiHV8oBY4BuuszKxjpFzkP65fad0sHYIFx3P6L9-pcTevX8niq8aniyiC89oCrb2wqsFHtPxSaig6whpbwUXb23zgHoJal8BzPbcep9F_3810rE3FqscZBKsYYwegcJyhDDB_PINDHf57YnvrGX5CMh3nivyqnr7FWVQhTApsAXjUsKg8-TzxdfVB0QWaCIm2nviYULW4PTPOxZqgN-iMj3PtIg&vjs=3&p=4&fvj=1,"Shen Milsom & Wilke, LLC","Experience with and technical working knowledge of security system design including access control, CCTV, intrusion detection, and advanced security...",,,,,,,"San Francisco, CA 94105 (Financial District area)"
PHP Application Developer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bvat7N8QsiwnYhvrUz58Quy1ry4tvVg1tEztJow8Kum8VNRe4dHz0MQAOgJV1zDY31RuTg7YFt1JYUINMmXgBnOvWaUUFxGbP1izawmyM_QrzpHXnsfSEDZL0dNuMMCKxRrhgfJUyA0dkUFzsFE6Z5Zc_aSXTzPrUqDko014yZk68H1mZ8WaAbhnTwiIEubbKelRDaCuZY31KWNIPXneDCEUFF3dx4MIuQIK-WS2hG_-EETtdeGZhJmLDQCUj7K8LC7_0SWu8I1FceojSU1_B7X3pAVyxYrXGmHfh04if1nK4k0_vWklSHHF_BlNyWCLQ7fGRInh6boyrBA_2vS4yjoZd0llynxRh7S0IK407pc6AWYeFNi1ZH8LjV9gq9UHMtw9fgCnX1y8c0bfVYrBGWGsC4hrWg_ciFvozyXDhGus_ykt_YA94UVvMnhhhzPnxaujhIyuuFH__PLd6dlTCr&vjs=3&p=5&fvj=1,Lynch Marks,"We are a small, profitable software company located in Berkeley, CA. We deploy on-premise ASP.NET applications that are crucial to integration with our cloud...",,,,,,,"Berkeley, CA 94710"
Software Development Engineer in Test (UI) - Prism Analytics,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B2LP6KtwgLMWcIJbzQK4y118hUYa2NHT0ELzb4aR6nDrO9_32R0LtaUxCYegQuuuVCt_FT1W9IpvXGLl6soj4nE8NQ9KAdBEiSeJ25fGouWlFYh9oqRilvSNjRoimEs75EAd0bc3TbbDZZSeZTytGL8Ujzyz_i7f1bXqiFNr6rYLXV2oe2SHJDwHarvixbRFNIA1LfcKb6Argli3VAcRy1T5HAJimxLEFavJsTnA1eb37040OF6V6aIMMAIkLaLF5-eNYprptf8NrP1msi1wZ4zsbKJvztqhLud-2fnXFreifxXh495DdKQmkfTHbpuWRBseDzcQQGkGc5qP9BsEmiW7mZxKlLL8foT-w-Xpsj1b64oD5wX4bxXXCup0yldt3F33C-npjkkzoNsBpOYCqAgxHbrWRObCQeFPmLQZ9P_w==&vjs=3&p=6&fvj=0,Workday,"We are looking for test engineers who have a quality mindset, love to break software, automate testing and who want to understand how parts work together to...",,,,,,,"Pleasanton, CA 94566"
Software Engineer,https://www.indeed.com/rc/clk?jk=0b6dc3e19790a2f7&fccid=95321801cb784df0&vjs=3,Notable,"We don't expect you to have experience with our stack (Google Cloud Platform, Postgres, Kubernetes, NodeJS+Typescript, Python, React, React-Native, and...",,,,,,,
Low Voltage Security System Installer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AEeg4wCaYA7wnACxMS-u0f19kfClCGGO4-Fd70Ga-sdyHEbUAqJVhtQ3Cu4hH6J4hYLWl3Spv7FGJ8-0fxHHh_vAxGINcZAj9UKNy4fqxHhI_5vqHD-GMmwYE3ZPJXMm4-senV1Czo0zD5XwTSjveXzYhdUHF4ViOt77oOyuZcDKhJTDi1XEbnJGeiGfRDhXCjpQ_NMZCZ7xaeIV_3VMffTKM40_OJXvPOMnNvDXxDE15Uk9WQOHdr1kiZLqS4UHucxwPVuFxaxYDxEqTgWlo73yP1UgJTbqJD_SzN7NqRRO4ivgBeur62moGMmJruoA8cYw9kvk7Fci_n_VLt8CD3CydceKzx8oLsMDZDJ-wv5vv62WLN0suZzocKZOQzqN0FsGr_tE-uoNX_R-6Hi8ZOB4nYXK-ADfyETcEcAmGIfpdu8-uoGubtA7bVX7bkjji8AYE9dfpbciydpB0gQECQLRWy9Y14Htg=&vjs=3&p=1&fvj=1,RTI Systems Inc,We have developed our software platform to disrupt the security industry and to seek better solutions for our client....,,,,,,,"Oakland, CA"
Software Engineer I - UI,https://www.indeed.com/rc/clk?jk=f45c2852f252b07f&fccid=e37c1d7246c91b01&vjs=3,AppDynamics,"At AppDynamics, our Application Intelligence Platform empowers today’s software-defined businesses with the ability to proactively monitor, manage, and optimize...",,,,,,,
Software Engineer,https://www.indeed.com/rc/clk?jk=ef9da534b1893fd8&fccid=654a7c7e3e2a24ea&vjs=3,Alto Pharmacy,"To automate the manual work of calculating medication costs for the patients, we began by solving structural problems within our complex systems like...",,,,,,,
"Software Engineer, QA",https://www.indeed.com/rc/clk?jk=d51fe00fa83311cc&fccid=d34a120e0c9210b1&vjs=3,Fleetsmith,", please include a smiley face :) in front of your name when you apply, and also include a short cover letter. We actually read the cover letter, so please...",,,,,,,
Digital Media Specialist,https://www.indeed.com/rc/clk?jk=cf21f0fe65d42990&fccid=237908de095b6446&vjs=3,Ubisoft,"Ubisoft, a global leader in the video game and entertainment software industry, is currently seeking a full-time Digital Media Specialist for its IT department....",,,,,,,
Software Developer,https://www.indeed.com/rc/clk?jk=e404c84dec880f40&fccid=5bee64c47451d1c2&vjs=3,Lawrence Berkeley National Laboratory,Integrate software components into a fully functional software system. Execute full lifecycle software development....,,,,,,,
Software Developer - goBalto/Oracle,https://www.indeed.com/rc/clk?jk=bd2a5a19c12a09a1&fccid=cd22d01053af7669&vjs=3,Oracle,"Software Developer - goBalto/Oracle-190002H2. You will be responsible for defining and developing software for tasks associated with the developing, designing...",,,,,,,
JavaScript Software Engineer,https://www.indeed.com/rc/clk?jk=6828dbaf9c74671e&fccid=c46d0116f6e69eae&vjs=3,JP Morgan Chase,"In 14 technology hubs worldwide, our team of 40,000+ technologists design, build and deploy everything from enterprise technology initiatives to big data and...",,,,,,,
"Software Engineer, Back End",https://www.indeed.com/rc/clk?jk=d76be7af0d6aa46f&fccid=d8a3d3d4facd48a5&vjs=3,Asana,"We're looking for a Software Engineer to take the lead on automating and building our systems for server configuration, build process, cluster management,...",,,,,,,
Backend Software Engineer,https://www.indeed.com/rc/clk?jk=f9e6c56d9926b603&fccid=02837850fece8915&vjs=3,AtScale,"AtScale builds software that enables the world’s most sophisticated organizations to modernize their operational analytics, regardless of what BI tools and data...",,,,,,,
Theatre Technical Director,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DBXkhrllmYlzvuoixSZlNmPNUXbGdbAXnuw-ZW5ZFnqOul625gTIWU5IiRMYRQJgyZB9PhfIvj0WqzqEy3WJtDdb-bZEwrtuaVzGbu_TGuj5TbU2mNFRSAgJ3AbCzI2tK1ZkMyXRM15KEgUIIaMZ4FiUG7x883ewxbfra7MBcW49BjlWfe7gRBKiy5tCZqALIVADLEG7XNZOwpiqSxlEi8wmCp7bl46qr138GfHc4tGvJhMPjf8ckBIj5g1H_p3hNAnWZZ6D4mZcnDHddFblnp9oXzXptWlwmWMSyhzYuxGqcQZRvGz4E6PSEkRKIrojWKbFwsxz2xBRmH3m8FkUnMfne6jGcGIPxPD_Do2tJyT6wWJ_RcsH06QC3DjEyoTfEU2y7bo8_oZPUb05uSrqn6nhhthM0uzlZnKXjvMpNihb3OFQqNezeFOaG6ZLQ6Pgo8jdLHmzybL0rnns2MTq4H&vjs=3&p=2&fvj=1,Venuetech Management Group - San Ramon venue,"Competent using email, Microsoft Office, Google Calendars, Google Docs and learning new software. Performing Arts Theatre Technical Director*....",,,,,,,"San Ramon, CA 94582"
Medical Biller/Front Office Assistant,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B-Uvap43LwwN_RU8XyLlwtrE1lh3-mETB4UR_o8K_uDJu8kNlBX41LM_Y8DDkQ-mxqYoqKDArcZC9onAQyTYFFpcxbhel4ts1VCBgu-KPm2uFIPiuWbBsbdDcPrb0EQ7hRQoAw09ECvct5KOxf_6s_uxwbENvPwJX2SdMutLb-wFhjPaxaGswSzaEtp0N4FqWCkY00_LACJ5Ho9wSDUUlMvaXxBozBtqlvCCqvFEFjmLXJEKPHBawyUJEOUH6lkWh61V6oNbJZCJxZYwt8VYc6BOqgCbMxfd6t7cMzmV1YUpmxg3GV_k_yLseNdmJ4G-xkTU7mkyC-FAj8zPyEr_0L3FDvm6eAskm2z3qgFtDCOBEhsKFvgHpIn8xpfJJbG7wyA8zhWXFHQ6A_brAx8mZ7EM0M2skdV6vX5zdvN2J4aiDkyJt5cblNJbXVPOGEjbccxmhpgzXZVibA69LHyeWRbG7woMrJmVw=&vjs=3&p=3&fvj=1,Financial District Foot & Ankle Center,"Proficiency with electronic billing software, and the ability to type a minimum of 60 WPM. Paid time off. We're seeking an in-house, experienced Medical Office...",,,,,,,"San Francisco, CA 94111 (Financial District area)"
Customer Care Clerk,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AbcLYJH6EEU2hhfUhIe4V-wtZUPXOEfJh72XLwlGjJwXW5GoFa_FpEjQjticxaDEMQOd4xqmGjdaaUpXjr_xQ-fhliHWZekRUcAhENXimO9RknSAHen6Ob3Oh3Wh1E4YO2vfCseqmQjGR0Z-EzG_Fem-QMgd1oQA1hgaz1ZwO57JW9qiZFwmNoEgJ_woEt6vszruetseT23YU64Fj8NoeHL-0KeDYGJc3bZYFFb2ngrIroBStcEyN-_uNv2A4kntuyegxcx_d1bLreP-m9ZPj8gst4myfAmoAZuQ3mMKZJ-Un7i9VvCvfEaWwbXznLfamUvJwf8I6n2lVdNA82Hsrv1zT9pSNHDVR7OkJb9NkgIt450WcQq-ZdJHfHS8WnelmHdCooX-OUUaoDkqkMGKopOSoDV0yewGVfC3hYWeJI955LUV15lcq-&vjs=3&p=4&fvj=0,Vionic Group,"Intermediate skills in Excel and experience and proficiency with customer service/order entry software systems, basic skills in standard office software such as...",,,,,,,"San Rafael, CA"
IT Helpdesk Technician (Entry-Mid Level),https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CdRok3yv9-JPHrwOv4xy-orN_qWtqkMUTnLo4HzUP-dwLct10H-bXlk2gw7aojBJf0fL_8l3jsLdFtV3KV1RSQfwwo5zV1kE1_6UoQ6bkEuWQyw8_v7T6fOmlh8rBLIilEYJN5JwvS4_hhvZe2zvgBteNMhfnuym3q78j0f_VUWFmXfytjlG-ATEzvtcnZurEXosyUjc2MH4aOQ6X19dd58qt9mAClXihAc-r2xryx-wVlfhU4ImIgUZb3AxfAZMboSf46v0qj97mNCejZ9JFvzrBB77sKITib0efqytCDycLHCi6Mun3weCTgtI_yiL4tvMMOy4nJOxG3ugviD4jGR0hATFSjErFtqIYGNiDeVhEMz1lV3eDSRbeJoqpNY6AYq43d1l5tfj2BbBns5PrYrAdAc7kpWEoX9hM5vq6vXtNLs_DNifq0Z6OqQlDrxgYZAxIG3V5kMxQDhEuyx_7MHm8B5vCpsZ0=&vjs=3&p=5&fvj=1,"MIG, Inc.","Troubleshoot headquarters and branch office workstation hardware, software, and infrastructure issues. Paid time off....",,,,,,,"Berkeley, CA"
"Software Engineer, Back End - Ad Platform",https://www.indeed.com/rc/clk?jk=f321232a5183ddc0&fccid=cee5eb240fcda90f&vjs=3,FuelX,Technically capable with maximizing build quality and simplifying the build process through use of build and integration tools (e.g....,,,,,,,
UI Software Engineer,https://www.indeed.com/rc/clk?jk=837f418e5721a802&fccid=ec798be206d0335c&vjs=3,Hinge Health,"We love simple (and well-tested) software, and know that simple can be notoriously difficult! You, hopefully, know what it takes to get there....",,,,,,,
Backend Software Engineer,https://www.indeed.com/rc/clk?jk=db8df693c34cc089&fccid=04f3d33b600fe96a&vjs=3,StubHub,"Skills such as code refactoring, design patterns, design-driven development, continuous integration, and building highly scalable applications....",,,,,,,
Software Engineer - San Francisco,https://www.indeed.com/rc/clk?jk=7e83a982da9ec93e&fccid=e4771a096879baaf&vjs=3,Trustwork,We combine a powerful online platform with high-autonomy teams building tech-enabled solutions to attack real economy sectors ripe for innovation....,,,,,,,
"Software Engineer - Routing Algorithms, Maps",https://www.indeed.com/rc/clk?jk=735fe28eba90c10b&fccid=f766f8bfbc3effb7&vjs=3,Uber,"We love solving challenging problems with cutting edge algorithms. Developing reliable, high performance, highly scalable software (primarily in Java)....",,,,,,,
Programmer,https://www.indeed.com/rc/clk?jk=bae3867bae6cff57&fccid=3b3edc59f319cb02&vjs=3,Grande Vitesse Systems (GVS),"Grande Vitesse Systems has an opening for a programmer to modify and build new applications using HTML, SQL, JavaScript, and Perl....",,,,,,,
Software Engineer - Frontend,https://www.indeed.com/rc/clk?jk=e817108ceea7747b&fccid=d213a8de4f971403&vjs=3,Expanse,4+ years of experience as a professional software engineer. $75 every quarter as discretionary team building stipend....,,,,,,,
Software Engineer UI/Accessibility,https://www.indeed.com/rc/clk?jk=50450c8f98f777cd&fccid=8510f9bc3a085f8e&vjs=3,Dropbox,"Collaborate across Engineering teams, building tools, providing testing frameworks and defining processes to help them build and maintain accessible software as...",,,,,,,
IT Specialist,https://www.indeed.com/rc/clk?jk=327be076da239092&fccid=80df9342aa52eba6&vjs=3,US General Services Administration,And leads and participates on Agile software development teams while supporting many stakeholders across GSA IT....,,,,,,,
"Security Engineer Intern, Summer 2019",https://www.indeed.com/rc/clk?jk=3dd362c066955550&fccid=a5b4499d9e91a5c6&vjs=3,Google,We focus on the offensive/testing side and work with software engineers to proactively identify and fix security flaws and vulnerabilities....,,,,,,,
Experienced Software Engineer - People Experience,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B2LP6KtwgLMWcIJbzQK4y118hUYa2NHT0ELzb4aR6nDrO9_32R0LtajiDlSqzvcUvQcELG5-UFKW3YMq8K-eIxHWDSGdflfGHMuXcb_LuSU9V-glNlokVEJSfQ_DGStEauFjCy1tfqoEvxwbyuqBqjtJG9LIi1J7HDcsKpVIYvlDzkBefLznQA7HlwidK6PKYQhrZJfcisUx-4p_dxRxdbuuR7ApbTYpNob7k6aJqdkQxWjl7qy_n9FP0_VcRehaEjm6YzEn1zU-oSbbAWDDToB3PoMnPQYbmPCQ6SKRIlNGT5N-MBQ4ynn3a5GhT0fImD0jxK9sPPAc7m_UU-klPx-sRytHh5mnRRjkwuIm0Ob1WBT5d3IQ3Y7PDbWnnynhwCO14V6y6uBnnssnkW0upnWtQV4eGzSasI2z30fOf1ig==&vjs=3&p=1&fvj=0,Workday,"You have talent and enthusiasm for creating usable, scalable, well-tested software. We build high-quality applications and microservices and also care deeply...",,,,,,,"San Francisco, CA 94105 (Financial District area)"
Commercial Assistant Property Manager,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B0JqNKwUUhKU_eJDetfc08a2gRC1BGyXGZwggPyy_muMx1hynEJrFx6sh8-JMiRO_839fqlTsgtsVS2lyaM9Lv2MWnX6h9RnEYuZZylDDSmuHlXGC-DNox6ebZX_i6CG5jftBp6KSB342HSEmUc26XhVuuuyhfjj3yDXZ4kjxKc2A-sg62ZQaj-pTDwLjbWhnjduu7sPn0JQm9hYXJsiOfP0lQ7R3_6dYW7UrZH6JkZBz-sTejjzhZmaL7ZtP1hMKRTXhTAtGvSZ75ssL4ORYwzj4Rg5LvOLGJQvpCre99lDpP-Yt7ChstR4ccESKhTsDIsBKj8k_s9f4UNVPEKxt112YxBkgcI6g6MEbPGB_kt2LHWVJaOcE77sYTWf9FosArCtPGqqlcyQWIE2fxkww_bSABMg_Flj6WxsXX2l3BruGO3rycSACgorXDDCIvStlmgY03cHqXPSP1mfa6JyKw&vjs=3&p=2&fvj=1,Ascend Talent Solutions,"Highly proficient in Microsoft Excel, Word, and Outlook, Yardi, MRI, Timberline, Building Engines, and other commercial real estate software programs....",,,,,,,"San Francisco, CA"
General Manager,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0COT_wCaLBJYhpS7dUlssU2f0GLTiShgoDC0o7895pI8lPnCroGeDY78uZTP5XppO2IQPHrL0Qzr-rscDN1LhZwrz40yhp6F4iRcRX0shamAAqG5f63h3Ygeqk3Ju7y1g22l1CZyJLdXmSjMoSxpDaOx27ZdFK0qXCwMkPxDb41PbHpVQvGN58HYcv4TMbqyQ9LH8za5TwNHoj1_R557gPwN8Vz618iGEcFdxcd8pvtSKWYdeg1E0SG3sfQUQAlswV7K0krVgh5GUoKYJnsPB5prZe-_Ohji6rCcYMK0xAp0OGxt21PJkS3X6Jxg5eVMssXn5ZT-6193wuWVgSUVgo1e1FiIC0sDX9cHPuFeJbE4659nDELUnogzuy3EBMsIFwocAF4VhMGdj-LlBos-13I20VdDtb5M_LenvAJZ4zWrxN7Yp3UQZ5q-QOmGNDjBQPxA77CIic0ng==&vjs=3&p=3&fvj=1,Carl's Jr.,"Some Proficiency or ability/willingness to learn technology including POS software, Microsoft Office products, email, as well as other additional web based...",,,,,,,"Vallejo, CA"
INFORMATION TECHNOLOGY SUPPORT SPECIALIST,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B9z-Qjs7UZ61bNaMMyHIziEvYaGiBRz6boGQSGrKU1Z2LqA2wf_B-VGeRS0POqAQkfK7CEv8riNv5eAHvtXPXK27PPMGrEm1WaDz9jTKZzk-35zdTE1ZgYfHI80HnCLpuaPmtAlX_xJ8LPgkgux__o8SF_kF5pJULbvKXq12vdKKTDXUoIrmkC1b1gbfuBZYG3M93vLQx8J2MFQCAKio0Mk-v8lAFD2MPlAtzCxauwJ6_Z1Fm2XkTysyqvHSz6FdG4nIgWeJqTZ3Fral6F3h8Gw4jQC97hPNTK3xiwm1qNbdw8yUVc8__pl9xDBP1qILfzqn-OAdZBH6V4vqiPP8B2uxvh1cqJMN5-N8GBpvXsUoUkVwNqB36NggXg05-kkBrEUOO45eQ-d7_XUg7UN2aqtuiqrF2La9uCyxbd8afYUc4AXqIrKzsj-Pgkb1qeRqIRUBlwiLts7RslSMz81pbrsdTeFfKQ3IE=&vjs=3&p=4&fvj=1,Larkin Street Youth Services,"Maintain all desktop hardware and software across the agency. Maintain, install, repair, upgrade and configure user-level hardware and software....",,,,,,,"San Francisco, CA 94109 (Nob Hill area)"
Executive Secretary,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D_NVGsNI4hd085Fd15IQEaNRC3u7RfuIOSrhTVbww8gpWRcxHiS4wyuMU8TdFeIbsl_keW-PilfSaUe7g2SQeZ2daa0mu0zctnWcak_a30y1PBXIHZ2HVJnhfFCJ44nFcbHx1blExU4zQHeu2hyWpXyfqUsuXTB-HlVoXYe527jeZaHQNKMzyahpykd0JbGUL13HPaDwQ6h2_uN-UCUTUITZK9bOEI8UQjzxEthJPLeqLfFOHYRSxgKHMABGozVRcY_4wga3UUT79MwKUzm72XqcUsvWDcWBocVLSotZI0vrrwZddau15IeQARnAJO38BEKnoFSfGjlP6utPF7n1PrEVLafVLDwzjBu58jpQezBYsH_jsZukX4SXyDKDOuN6ELFChYw-fXoxbLC36qaEzgWVEXjz1gASocmbmsjTGOUZ5WECxd0ElNObWkeq-A3WtNG0A5EkKmRg==&vjs=3&p=5&fvj=1,Bay Area Dental Group,"Using various software, including word processing, spreadsheets, databases, and presentation software. Paid time off....",,,,,,,"San Ramon, CA 94583"
Junior Software Engineer,https://www.indeed.com/rc/clk?jk=3361278953700ed4&fccid=8a88539150e29d11&vjs=3,Agile SDE,"Code Reviews, Code Quality Analytics, Documentation, Unit Test Coverage Inspections, Software Factory Management, Code Check-ins, Change Management &...",,,,,,,
Software Engineer I - II,https://www.indeed.com/rc/clk?jk=240a076611e2ea8a&fccid=bbd74754820c4208&vjs=3,FivePrime Therapeutics,"The position is full-stack development where the software engineer will design, build, test, deploy, and support software applications to enable cutting-edge...",,,,,,,
Jr Python Developer,https://www.indeed.com/rc/clk?jk=04feef0401c6b793&fccid=668e0c38fcbb56c8&vjs=3,Tekreliance LLC,Demonstrates ability to resolve complex software issues related to a single application. Participates in design and codes small to large software applications...,,,,,,,
Backend Engineer,https://www.indeed.com/rc/clk?jk=0b527e7869021eec&fccid=3e4c70a7be9ba11d&vjs=3,Sonato,"History of working individually and as a team member on systems made up of complex, interconnected software services....",,,,,,,
Software Development Engineer,https://www.indeed.com/rc/clk?jk=28aabc4279c796a5&fccid=9ac45d217f8342a1&vjs=3,Workday,"You will help the team in building a user-friendly, scalable, and reliable tools framework. Motivated by writing fast, scalable code with testability in mind....",,,,,,,
"Software Engineer, Backend",https://www.indeed.com/rc/clk?jk=d4ebd3c34a1792da&fccid=6cc47387fa1b495d&vjs=3,Shape (ShapeScale),3+ years of experience in building scalable distributed systems. You will develop the cloud processing infrastructure and body computing platform that powers...,,,,,,,
Junior Web Developer (Contract Position),https://www.indeed.com/rc/clk?jk=31d7c4c269a3d5a3&fccid=8b79f12993241962&vjs=3,"Five9, Inc.","Five9 provides businesses with cloud contact center software that is reliable, secure, compliant and scalable, which is designed to create exceptional customer...",,,,,,,
Software Engineer - Data,https://www.indeed.com/rc/clk?jk=358ee2374dbd4847&fccid=e21f6affbb4bb0b2&vjs=3,Twitch,5+ years of software development experience. The Data Infrastructure team develops and operates the data platform that powers data systems and decision-making....,,,,,,,
Software Engineer - Machine Learning / R,https://www.indeed.com/rc/clk?jk=feb09b25ef3af8a0&fccid=3d0f7ba22a49432f&vjs=3,Databricks,Databricks was founded by the original creators of Apache® Spark and provides a unified analytics platform that allows users to focus on extracting value from...,,,,,,,
Software Engineer - Notifications Platform,https://www.indeed.com/rc/clk?jk=b0dc8ad17ea084f7&fccid=18a0fc6503dc7b4e&vjs=3,Credit Karma,The Notifications Platform team at Credit Karma is responsible for delivering millions of email and push notifications to our members every day....,,,,,,,
Software Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AbcLYJH6EEU2hhfUhIe4V-wtZUPXOEfJh72XLwlGjJwXW5GoFa_FpE-Mv3vOYNis8jtmqWT4s_rJLW1-P9aJY2FdzR1-NsJJvGDdS4BNZjeYCGs9LfsJRFkqmaOrgWSBhixN_264zUpdiK5ZrKZZYQlbWUXEgaIerl4mODgtc21jCSOjmzEKbgXJSAgHe4Xnsbp64xV8u0oNUhuRu6nK8UKeRHaSLLuFFZdQIGOh7X2I1XmRrlhDqRyxpHTM0OA6gk-FM6wLCFlefVk1jVLgMfBjCmjodigLAWVCKJbR2AMA26uEUR4wZ4Gp7sX7AKQzBqMt3gFKAbKOgyZQkfqwC-ler2G_-syhyYoe6S53S1ufGClV1BYLWlaGf_tJgiaWVfeE6_ys5X9Kd46VXDO8occxofauFcSSYsnIK3YufEug==&vjs=3&p=1&fvj=0,BuildingConnected,"Over $100 billion in new construction is managed on our platform every month. Were building beautiful, user-friendly communication software and transforming an...",,,,,,,"San Francisco, CA"
Customer Happiness Representative (On-Site),https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CtrkYspBLqnnCdiKjFqRFrTG5GtzyFAR-U7w_IGvPTM_3yaXCGuavRPHdolgaHLy_cc3enzlYCdTE5GFhEo5eIbGhEvWLdPTvKh9HFwTpHmZ8jHioGJmuMBdKRVpahM9ooHpqyK4SknqcQ7HNlmlBjn-WJg1tZJayLYDLX0OpFhg4BG9cxeRmlHsg3Bgglp-LFPebLSahIwr37u864q6vHO8_8Ljd3Ya5lX8LWGF2zerAHl2bZE_t3UA13GpzUGCecgCDWbweo4P7e1SpjjJ7vaWjdRvnoO2uZNmAjya2eafQASuHeZQfRei75H1_Zvgjcd25ko3pMRmnzQx2_NKJB_K_Flua1YAoQWqIgnGL4dKBNQm2f_HxuOhD_bv3hsWTjhARUFNwiDa0BgNg4npSdbIJU2U9PMKBuNxLclOtrF63Yl6VyWqBDmTbRbAmvA3Arl2FQ_729OeWMbCKOvld7Cz0PKTvm_34=&vjs=3&p=2&fvj=1,Farmstead,"Navigating software used to adjust customer information and orders.*. You know how to convey the proper situational tone in your writing, and customers end...",,,,,,,"San Francisco, CA"
