title,title_link,company,summary,result-link-bar,tt_set,turnstileLink,slNoUnderline,date,salary,location
Software Engineer - Bank Engineering,https://www.indeed.com/rc/clk?jk=8a288c9aadec63d7&fccid=5cf4e54c5ef78aa7&vjs=3,Affirm,"As one of the founding engineers of the NYC office, you will help hire and grow NY engineering team to support Affirm Funding Platform with the focus on investor integration. We are looking for an experienced engineer with the background in...",30+ days ago   -  save job - more...,-  save job - more...,Affirm,9 reviews,30+ days ago,,"New York, NY"
Senior Software Engineer,https://www.indeed.com/company/Hire-Tech-Solutions/jobs/Senior-Software-Engineer-138950ab736d69e3?fccid=821241ecf9db90ef&vjs=3,Hire Tech Solutions,"The successful candidate will be a seasoned full stack software engineer with extensive knowledge and experience in designing and building complex, highly scalable and dependable application systems using Java/J2EE based technologies and...",2 days ago   -  save job - more...,-  save job - more...,,,2 days ago,,"New York, NY"
Developer,https://www.indeed.com/rc/clk?jk=e9366d8bcead5df8&fccid=e3de764ed0a4fd32&vjs=3,New York City DEPT OF DESIGN & CONSTRUCTION,"The NYC Department of Design and Construction, Division of Information Technology Services seeks a Software Developer to lead various software development initiatives. (1) A baccalaureate degree from an accredited college, including or...",NYC Careers - 19 days ago   -  save job - more...,-  save job - more...,New York City DEPT OF DESIGN & CONSTRUCTION,49 reviews,19 days ago,"$82,884 - $106,786 a year","Queens, NY"
Junior (Backend) Scala Engineer,https://www.indeed.com/rc/clk?jk=8ebe5469b5bc3d9f&fccid=f2e12d5e10d78f5d&vjs=3,SeamlessDocs,"We are currently seeking a Junior Software Engineer who has experience with Scala and writing stable, scalable backend services. Strong software engineering fundamentals. Knowledge/experience with Agile software methodology....",4 months ago   -  save job - more...,-  save job - more...,,,4 months ago,,"New York, NY"
Software Engineer II - Delivery,https://www.indeed.com/rc/clk?jk=343d95694021548a&fccid=03aa2d9789aa80c5&vjs=3,Flashpoint,"As a delivery engineer, you will build software that is the closest to the customer. 5+ years experience as a software engineer. They are involved in the full lifecycle of software development:. What we are looking for:....",7 days ago   -  save job - more...,-  save job - more...,,,7 days ago,,"New York, NY 10011 (Chelsea area)"
Accounting Assistant,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D7Vumd9QPFj4vzfN0yinvsm2zsUkqovtU0R1L51zRcwOXazqaqdlVWiLxScrOdhXoxmcQFkrVUvrNSH77YkqqiYXxgx5n-HlNnSEXjkGb8tGUp0azQbgK-C_19GBJzE4mSZ_sOhe-uUudr94vEsHHmOu4xIqBC3bRlh6CKHQRzV9i8WBdQlZDXVzyQJDYJk3hNtBJ4Uf0M4VNs0KsLbbJJi8GCrSeR5vlGw2joUY-X9b0MkZYDPpptZdsJ8VIxYlOqk2qH5zOFPzybgC6jFx4NPxRNFftAtYeI976X8knX27IwLNp5Gqo_znDJepAwrB3qmlp6QDaRhlmscOeffe_YaXU8T4qq90lx5vkzemke6Fpau6br5u2VZqATUOs2dPW4ynO9O-HGqTtKrbwsz5MafVn3uoWUZRqvcwTRAdqOTpTJMVQePPyO&vjs=3&p=1&fvj=1,Panthera,"Experience working with NetSuite accounting software preferred. The Accounting department is seeking an immediate hire that will assist with data entry, reconciling variances and financial analysis....",Sponsored - save job,save job,,,,,
Systems Administrator-Help Desk,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AAks3XTeoCzJFiytR23Z6tzD6G-qkQB6eT1_RfmNXKMOKjj6oYWHmP0utqRQdBZT6BikS6O3feB7KNoMkaNCPfJIPDK9Hw1B6DOclbFn51XNj_7TKVWHiFMX_s8bXPDswbi82uq8K13hV2ZFP30bRFEyxdISXPJEmXrJp5ZkVAciNoCX-Xghzo4JG7kStXwuWYTAJPrKlncfATfGVcy3HL04V8s4nbT13g9lCZ13FvEmqmTHQb9Bvnikq08Pa6fzvC04zS8Y_LjLWkRacpW3OTWVJvS11YP1vLdaqNR2xWEpO4aZkA6etVaQ7gTS_GWReIs5PCdz1DIk_VfeLsQplserwfng5etEdMNywqt_ggeplJSMMB_S-9j5g-g45JdzItjwkyml-GAzmqhtcXyB_wbLDvKALgXaYZ96fMya3mux_SkMn8yXyPx2f2T7DQ-ts=&vjs=3&p=2&fvj=1,PJ Mechanical Corp.,"Administer all equipment, and software upgrades. Install, configure and maintain corp. software applications. Virtual servers, and backup servers and their associated operating systems and software....",Sponsored - save job,save job,,,,"$50,000 - $75,000 a year",
Software Engineer,https://www.indeed.com/rc/clk?jk=675f9a5bb9eb80df&fccid=36f9690b6256e96c&vjs=3,Bluepoint Strategy,"Master’s degree in Software Engineering, Computer Science or related fields. Develop eCommerce platform and projects, including direct-to-consumer branded web site projects, B2B, CRM and PIM integration, working in a dynamic cross...",30+ days ago   -  save job - more...,-  save job - more...,,,30+ days ago,,"New York, NY"
Java Developer (NYC),https://www.indeed.com/rc/clk?jk=2970426c78972e98&fccid=3e14e3d3750f300e&vjs=3,DonorsChoose.org,"Estimate and deliver on rapid implementation schedules--without compromising smart development goals and principles--to build web functionality that is functional, fast, and scalable. Our twelve-person Engineering team builds software using...",7 days ago   -  save job - more...,-  save job - more...,DonorsChoose.org,6 reviews,7 days ago,,"New York, NY 10001 (Chelsea area)"
Full Stack Developer- NYC,https://www.indeed.com/rc/clk?jk=78359580b7dd2974&fccid=ce0a8eb75a5ecab9&vjs=3,Freshly,"We emphasize building quality, well tested, highly scalable code that doesn’t break. Prior experience working with single page web applications and/or JSON APIs is a big plus! You will be part of building the Freshly platform and shaping...",4 months ago   -  save job - more...,-  save job - more...,Freshly,11 reviews,4 months ago,,"New York, NY"
Bioinformatics Software Engineer (The Timothy Chan Lab),https://www.indeed.com/rc/clk?jk=ad0ed1a1d061e20b&fccid=1320c50b75f44505&vjs=3,Memorial Sloan Kettering,"We are seeking a Bioinformatics Software Engineer to help develop IOExplorer, an analytics web application that will allow the broader medical community access to the data being generated at The Immunogenomics and Precision Oncology...",13 days ago   -  save job - more...,-  save job - more...,Memorial Sloan Kettering,825 reviews,13 days ago,,"New York, NY 10017 (Midtown area)"
Website Optimization Consultant,https://www.indeed.com/rc/clk?jk=cd80f0a02d9f24f0&fccid=cd22d01053af7669&vjs=3,Oracle,Oracle Marketing Cloud is already the fastest growing software platform for modern marketers in the world. Software development experience is not a requirement. Produce custom reports for the client and reconcile with other reporting...,17 days ago   -  save job - more...,-  save job - more...,Oracle,"4,867 reviews",17 days ago,,"New York, NY 10022 (Midtown area)"
"Associate Manager, Product Development - Random House Childr...",https://www.indeed.com/rc/clk?jk=b67a05aa42e6f5d0&fccid=2e55c073eaa56262&vjs=3,Penguin Random House LLC,"Day-to-day product development and approval via Brand Comply – our closed system approval software. This role is for someone with a passion for children’s literary brands, interest in developing licensed merchandise and will work across...",Bertelsmann - 17 days ago   -  save job - more...,-  save job - more...,Penguin Random House LLC,354 reviews,17 days ago,,"New York, NY 10019 (Midtown area)"
Data Engineer,https://www.indeed.com/rc/clk?jk=c396b0c3ad888551&fccid=5e85d46ffb1578d0&vjs=3,New York City TAXI & LIMOUSINE COMMISSION,"Specifically, you will work with the Data Product Manager to implement a self-service analytics platform, conduct large-scale research projects, and build the infrastructure to support division’s predictive modeling initiative....",NYC Careers - 30+ days ago   -  save job - more...,-  save job - more...,New York City TAXI & LIMOUSINE COMMISSION,19 reviews,30+ days ago,"$52,524 - $61,560 a year","New York, NY 10004 (Financial District area)"
Full Stack Developer,https://www.indeed.com/rc/clk?jk=13a901d309a5d57c&fccid=758db1d3d44dcaa2&vjs=3,iPullRank,"You’ll be building software, managing data, and helping us build our own internal applications in support of marketing work for our clients. You’ll work with our Content Team to implement creative website content and with our Analytics team...",4 months ago   -  save job - more...,-  save job - more...,,,4 months ago,,"New York, NY"
Backend Developer,https://www.indeed.com/rc/clk?jk=166c7b8caec06e9a&fccid=a2bc1e38165c6c18&vjs=3,Landover Associates,"Our client, an innovative, fast-growing company in New York City, seeks a Backend Developer to build the backend infrastructure that drives their platform. Solid understanding of software design principles....",30+ days ago   -  save job - more...,-  save job - more...,,,30+ days ago,,"New York, NY"
Computer Instructor (INTERN),https://www.indeed.com/company/Guns-Down-Inc/jobs/Computer-Instructor-0b376e3f990e790d?fccid=fac26902b2bbc2b9&vjs=3,Guns Down Inc,"Hardware, software, networking, security, server, mobility, virtualization, and project management. Guns Down Inc....",8 days ago   -  save job - more...,-  save job - more...,,,8 days ago,,"Brooklyn, NY 11225"
Project Accountant,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BwFd35m-4mSnLS3hQRck_NaEtq9eMHEOCYisEtoopkwgFeaMahSd8ZUAo-j4i2DcR7yqm6ZOLcEfJRVErXr2y7AnwtsJUkFM2fLgZDZaGgG3lkddhClbSUk59tpyOEF4W96SfeSI08KLIRqFsTYp1Y4oVurZhpCWzzyPFm6UBn0nDsU11E9XCJRU4rT8RZ4zqCSSG86mYwNrb6C0EmKFDUqz2JNrI7am1O2E1CRq7qPL6oF-TjBJjnSw3kxXP7sS-veW2een8eBC1neCKDvavwhhI2cHgwJmsrM1uHSTyi8bGRu-Jjx9CgsaLosmiOgscKSlEvWeICRX-QT6GN6L05P5AI89DsHe4KgUiVcbmjjhVRTYa7cFz6Lj9l6VORxhGBWa6ijSCjT_KMltAW86baVtO3cSpYcI_E4q90vlXvHnlP0cV67-6h9ETbP1F-05c=&vjs=3&p=3&fvj=1,BP Mechanical,"Intermediate to advanced computer literacy, including experience in Microsoft Word, Excel and accounting software; What you’ll need to be successful:. How will you contribute?*. Paid Time Off....",Sponsored - save job,save job,BP Mechanical,6 reviews,,"$60,000 - $80,000 a year",
Can You Answer This Challenge? .Net / Web Developer (Manhatt...,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A9uhIXl7L7b6XD-WUqQzif7ilDr4PXbNDQK4A9mELCjY5wIWhnzAlEvzcNa7ugRdYvvlnjhDr5LHXcTNvGXVQouTHauj31w8WTuRUNiPzgDS7lvPVsx-02hGrvfWAWIeO_KBwMuDS2duPhhdYw950IDcRAFZrXtjW1RaVhvyDzmsQj8dxv-QomrFTXJAo_owE0b6y-W6m-pgK7acOv1oxnWsVFEiAkbwmxTl_5dBvpz3IyrOAQBgD2dRiHIziAnUu39EfB2CQj_5XtevpmNqv35LfJcsiaMajkaOklzrF1CSsipl_gY13OUO2lBNUNcPLrgmpplKEG7uvqZNLnlHfHZc51J4N7VHdeLLjzqOPu--MP5PFfMatmvMIJ7hgNX-XyiZWlU3f25ADIFmivqvzrHWa0y3mtLEfI96KcTYWxierQsx39v_4a0Vze_KG-dzYP7oiNAH1gD94AIL-jat0s3mjLQ69Er_4YytVu-JdWCxSo-EKt7uB9&vjs=3&p=1&fvj=1,CourtAlert,Every large law firms uses at least one of many CourtAlert innovative services/software products. CourtAlert is seeking a mid-level C# / .Net / Web developer to work in our New York office....,Sponsored - save job,save job,,,,,
Intermediate Architect,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AO5hpzI_Goj8Tf1Df31Mvy-rQIgtISzg1oaLf2r_X-uCsB39aBVJ-H3_FiwZDhgS4l_ZkpsC6C4BfUe2Anp0azGdRjf4ue0KP0P3TnQNgYWeVyEgQ2tHzIF7NJN1kiZgsxf3MoAeAdnduLz4RqgQDDAuM_cf0y8sqZ8Dp7NEL0EgSUlEPZ2pdOC2XeCvdprhEvYKFd6VJX4_COpQK0u3rOJJaZgryOWOJ1hADHwdoopDWzd2E8oiad3zA3I3GXfif_nqGyZnB-V7sGYlMn0GYN7FvbIpBP5iDY66HA293R38JfBpyak7sn5tXCneZ1qrT38YCH8oF1rkeUK7cPTWDe210Cmd5XxgLth176a2TQnHsQl4BMLzhC0i5K2jgiO4WRqzX1-RLJKAUCaC8NANGyyOKSfaFzF46S3MMnO_gnVLGV6TMDJOc9xQrFs7QVl-I=&vjs=3&p=2&fvj=1,Richard McElhiney Architects LLC,"Skill in other 2D and 3D software a plus. Please send resume in confidence to R.McElhiney. Small, design-oriented NYC architecture firm seeks architects with 4-7 years’ experience....",Sponsored - save job,save job,,,,,
Full-time Receptionist/Administrative Assistant,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AsFdj1ENrik2GhlG95GqK1kjrqDRjscFB8OS1KutxYIYSD5Np9QyYST0JQjuaGNT_wP6ZeKCJyKBLTt00K_WuYQ8gTGAMIyCP4DvFS6p61s4EJzd8xN0zULow3d-2j2WBIfWQ3wb-IrRI0rheLG850yJBzbBiqZ-hW_HiWwGUiu2PPzQ68xUh673MHPpeeniqTXZK4eXHOCOT_jKSZXnWCIB8pFjBDhqbvq3SNGatfFvwP-SfxtPGR6ShMXE016KKAlEwr3WV7aFUY7nFkaP0cVNmkfWkLb-UlpzOo2BGMFSi3pFAi7DgCne2aPDn0WkpXDdkympTYVai-xtivoMu_dVwmBP_-dXuzfLTwCK6aF0ubGjQ9cNEt8YbYvFHyMVrOxVfBG9LBSydUMbR2mTwVLyEAlNQ4PeLRcqbNoiW-DXDiFO263wgRBsP9sEq-MEt7EqMr6Uc7W0Jt5RIVN9bX&vjs=3&p=3&fvj=1,"Safety Dynamics, LLC",Willing to learn new software and programs as needed. Paid time off. Safety Dynamics is one of NYC’s largest construction safety and quality management firms....,Sponsored - save job,save job,"Safety Dynamics, LLC",5 reviews,,$15 an hour,
Medical [Ophthalmic] Biller,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B6wCRpz20yKTsVBEvLZsjd4ec6n6cCb1QcIYh6yRN1lAgK8O5kfxn0H6tTB2f-k3WUHvAS1ipK6ay3GWxEpOSZN9Pgntw43t4Wh_QyrPciJYmPLf-26cjBDBqmRoDPH2GFUB17lH4DUt2AhpAoidZwrbe4UhdFQQ3o5hyRaQ_zir3_oCqK9D2XsKXOR1E1RrTGgzUMj2BWuLdh6XOLOSHQgonrP59Otx3QP1z--7STrGxl2F6jYxIb1qQnxtm8AMiYVr2awmiRwZMPEp_8ixjfAKN5BqpEbvRgUxsLsdWfWINDCMTl3NJAa43lUwP2JsesUIKXEIujhR1ilAPK_8G-a7Na8aBc4-3zJXZEU4rmiBwXVO5mAvJA5abMWjk-qKIFHLQf3v4fZfQ5hQNHD1aFuBuSPU8cReQ7T8V8u88WvQJs7yCkCu6xyqgJ1bAndm4=&vjs=3&p=4&fvj=1,Vitreous Retina Macula Consultants of New York,"Prepare, review, and transmit claims using billing software, including electronic and paper claim processing. Ophthalmic Medical Biller/Collections Representative*....",Sponsored - save job,save job,,,,,
Purchasing Agent/Buyer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BnHpabMbrJS4Bl8PCSvm-jeewn5dl2c4zT-0hWU_VNlsUD4_glksW0jlqcv-_KtieNt-nHxsXP0J8DUGAwy6RZjCN1eAum5CrsQsmei81cOg5Lk6s3EVn_TLoJ4qw4UngwMbBbSMNJ4u5I931pXZdT0HF7x4Qe6-USv7SQMVPZh0_7LVk2Y6TFqsoC5b-V9rNZ5gNdKd4QkGKBuMuz-XEmfEBEVOZsj7SSe0dyxbjnVGSmQSbff6OfELOMwxYjvBM1lo52Lp9K-CZayxkW5Ikk6TufR-xJ88sdC7EVYE2cKaCejb9oPdMbv7i-oiniI9voBRzbjVwsLkKtN9ccDXFXdBIY01Zp300gviE2vbjh_nxHz32-6s6Te33-0Z9axeOcCVEiNuewcve-C0k0_YfYp1sDxiynD5ZHDysZpUUhEvKCtivuCeFP&vjs=3&p=5&fvj=1,Vivid Mechanical,"Should be well versed in computer usage and software such as Microsoft Office. Paid Time Off. Mechanical Contractor specializing in HVAC construction, installation and maintenance for the NY Tri-State area is currently seeking a qualified...",Sponsored - save job,save job,,,,,
Medical Biller,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BiM120kUBZgKOW8BeDiNJ9z3rS5mJzRyk-AtAnOdPyYGww8o6Ue9nIH7NDVoXodf5vK_utiYLEAzoY70U-FJp-TqZn-Iwr1BisglI-s49cQ48-ccz5TbfKAAHwPj6hMEXASSaZRB6PtuYzcXMiwhNUOCwyRBsiqvsKbOHkwZ1KnjAmnvgiS7ZVtaTStgPTYWCRSoTlPO3wAEvkRU0TK4GowUhidL5cFx7hwOSDFbgS_xlwwQjDiIUpG64qWV5nqReqqrC6i0cUPAi0mIlZATwoXG6N2h_NMSRxR_kfaaWv-CEf6FSbVtihthwn91eolibbnPMB_MwXlqlPao9i691Qd77nO-je8zA5MJUUr2qPSL-cq8FS_DxzgSXP0oeeAqo-RiLUYGuVBvxbwwSP1BARY1uz1FFtPC1EtvH5Pyqg_g==&vjs=3&p=6&fvj=1,Upper East Side Orthopaedic Spine Surgery Practice,"Practice management software Medical Manager and SRS. Prepare, review, and transmit claims using billing software, including electronic and paper claim processing. This person will be a full-time, goal-oriented, revenue-driven, highly...",Sponsored - save job,save job,,,,,
"Software Engineering Intern, PhD, Fall 2019",https://www.indeed.com/rc/clk?jk=5224db3453798079&fccid=a5b4499d9e91a5c6&vjs=3,Google,Software Engineers working in Site Reliability are involved in every facet of Google's production and work on the cutting edge of cloud-based computing. Software Engineers on this team love to create robust and scalable software that scales...,30+ days ago   -  save job - more...,-  save job - more...,Google,"2,929 reviews",30+ days ago,,"New York, NY 10011 (Chelsea area)"
Software Development Engineer in Test,https://www.indeed.com/rc/clk?jk=b8199736c60c371c&fccid=bee6858907df8871&vjs=3,Shutterstock,"8-10+ years of experience in software testing and software development. Lead the quality effort of software solutions for projects of sizable scope and impact. Strong grasp of computer science fundamentals, algorithms and data structures....",4 days ago   -  save job - more...,-  save job - more...,Shutterstock,51 reviews,4 days ago,,"New York, NY"
"Senior Software Engineer, Member Engagement",https://www.indeed.com/rc/clk?jk=5e0deb93d80a68a0&fccid=2c6676b98da07f45&vjs=3,Meetup,"Software engineers at Meetup do everything that's needed to get something live on our platform, from the interaction on the web to the APIs that power it. Have 5+ years' experience writing software....",30+ days ago   -  save job - more...,-  save job - more...,Meetup,5 reviews,30+ days ago,,"New York, NY 10012 (Little Italy area)"
Software Engineer - Data Services,https://www.indeed.com/rc/clk?jk=3ed656698d072c3f&fccid=f17180ffbe436a3c&vjs=3,"Discovery Communications, LLC","Experience with software engineering best practices (e.g., unit testing, design patterns, building maintainable code, performance). Religious about clean solutions to software problems. Work closely with a team of very talented Software...",30+ days ago   -  save job - more...,-  save job - more...,"Discovery Communications, LLC",346 reviews,30+ days ago,,"New York, NY 10022 (Midtown area)"
Software Engineer (Backend),https://www.indeed.com/rc/clk?jk=5a7d8b3f8c60df6f&fccid=ba0b4ef452449c10&vjs=3,Acorns,"Acorns is seeking experienced software engineers who have a passion for building robust, scalable, software and systems for customer focused financial products, love learning new technologies on the job, and think creatively to solve...",30+ days ago   -  save job - more...,-  save job - more...,Acorns,21 reviews,30+ days ago,,"New York, NY"
Software Engineer - Frontend,https://www.indeed.com/rc/clk?jk=4ef674867e2b50ae&fccid=71fdbf82dfede473&vjs=3,Kustomer,"Our customer management platform for the people-first enterprise is intelligent, powerful and flexible, and scales to meet the needs of any contact center and business. Kustomer is looking for a Front End Engineer who is passionate about...",30+ days ago   -  save job - more...,-  save job - more...,,,30+ days ago,,"New York, NY"
"Senior Full-Stack Software Engineer, Telemedicine",https://www.indeed.com/rc/clk?jk=dfb8eb339a7a43e8&fccid=f34adc12ba09e47f&vjs=3,Butterfly Network,"We want your help to build our Tele-Guidance platform. To lower the amount of expertise needed to use ultrasound, we use augmented reality and streaming video to make real-time remote expertise intuitive and magical - just like having an...",30+ days ago   -  save job - more...,-  save job - more...,,,30+ days ago,,"New York, NY 10001 (Chelsea area)"
Software Engineer,https://www.indeed.com/rc/clk?jk=b65ec3c3f5b41998&fccid=e6ac082831bf0db9&vjs=3,Sumitomo Mitsui Banking Corporation,"We are seeking a C#/.NET Developer or strong technical BA to build, maintain, and support application interface between front office and back office systems. SMBC Nikko Securities America, Inc....",30+ days ago   -  save job - more...,-  save job - more...,Sumitomo Mitsui Banking Corporation,83 reviews,30+ days ago,,"New York, NY 10172 (Gramercy area)"
"Full-Stack Engineer, Coral - Temporary",https://www.indeed.com/rc/clk?jk=999e5b8ec53dbbf8&fccid=423dc0697be201e8&vjs=3,Vox Media,Experience with MongoDB and/or Redis would be a big plus. Experience contributing to open source software. At least 5 years' experience as a software engineer. Collaborate closely with our team to integrate front and backend features in a...,30+ days ago   -  save job - more...,-  save job - more...,Vox Media,16 reviews,30+ days ago,,"New York, NY"
Technical Support Rep,https://www.indeed.com/rc/clk?jk=e725831fa97da6f6&fccid=ae0c894528aa6eee&vjs=3,Viacom,Installs a variety of software and performs upgrades. Overview and Responsibilities....,14 days ago   -  save job - more...,-  save job - more...,Viacom,544 reviews,14 days ago,,"New York, NY 10036"
Medical Receptionist/Secretary,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BitfWr5Qtq-KeVWiHq0YX7St-j1C-PDOLq-sDx3Lrekz2K4bozFKSqpw38CcUeTEsEnCnJub7tAEKAB9C59dLwsUYlPbhFIeoIYAOmL6TwWJFwFMoYq3bZ8XXQEUNJV3VzxZXYg2IitiULWvSHi2ffnZOAEaW79i87dxPKOzdDOaMnM_m8EJlaj90O-qB3MwGKfRBIiRgVCQF54vAb1YulfCBGa4aJ3VqUEWj4nUrZSq5aL8kNdRE167gjJS0NTk1DrG9Esy5ot77U0ISeGyFYDGyqQXOp6U25qeJG-iJPBsno4JCDuDYTshPePJqjDwc-BJUpNqaz11KCMIouhN3rwV41IhRowXiLpqqNcIjDAuBjEHy2qXgj6831sT9LlG0tI9cgcIs9KWKXS6yJeoCBACFuxg7InJH8kpw0-Uf_s-sESh24VNJ2ZulPez4pC3l37bZvmwAgXg==&vjs=3&p=1&fvj=1,The Vein Treatment Center,Intergy software experience is a plus. F/T Medical Receptionist/Patient Liaison for Upscale Cosmetic Practice....,Sponsored - save job,save job,,,,,
Senior Quality Assurance Analyst,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cwpz49gCojuc2ATxu0beCj3M_-kMw0kkZno1cetqD01JZSKxv2ydFt4aMJCyroiRtQ_Zfg646LsrpgllnJjg4YxQiSgbh_gcMMAgeaW16Mj2LYDEyzxMh1KkkszkPH4s4zOYGgeqkljK5TPrNvhUtQ3yuh9-aYOhypAfmldCMbOX993A04uSxHxoo-3jI5viflYVukEnfUlTDNtia8fBBCTCbXJzI3QGkT7yUOX8mdxBvoTruFtBfAT87mrn7-KsxW_w8h_-5HghdUEzOcUopfdAcr79UfhXe8XeiMAR21N4mlMDnD1M2CZ4q4eQjnJjwbzoeKZZWE7kCbNtssJeMJqEgpowf6Ozdyrd1r33RH6lfllQ1qkN9cCozuywe5KLSOASzJIqwrB-dN48eftAiqEfHCznR6pHD9nlRI2jzHFSoys5WVWQEISTyIa4LBQWlcX9rMfWk4lA==&vjs=3&p=2&fvj=1,Acupay System LLC,"Creatively finding ways to break the software and identify edge cases. 7+ years of software testing experience. Proven work experience in software quality assurance. Strong knowledge of software QA methodologies, tools and processes....",Sponsored - save job,save job,,,,,
MTS 1 Software Engineer Frontend,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AMJeVuk4ECd5K_1LfpdW7JxefdFJh_RJqhU5XMhpZ8EWePStqNC7RGNdPVfE-iCJ6TN2S_j704omiUao1PchC9FrN0Dz4xumjADjFQfKx3oPYQp4I3Cq7PvPRfhcLLQxPN00MfI_qjHmxiLaT0fCwjr5k86fAFVM_EhnKRRbb4lhiHhx1wQTT_pn8vU6O0fJGTaVy5XfD9ND4YaWWjtLPO0INloCwjEGojdrB6_mNxJOceLuE1ucKBmYun2fiuX8TBns3oOcfJPrCwLu9wrFk7bTTc14utMGvDeYN9ouV8-5KWIj_b59tAZg687SLZyO6zc7DzTzhIF7HgVWBrZJuuTn0n5IaQ09j8L8ibg28cEfFNvM-xf4mXGDPV6MSLSXkVCc7Qy2Vvx_ZRuapMmp8WvL1rJUdzEfBqq2Q9i4_wz2smO9DiVCvtLoqfd5opY5sloA9iMl8O8KbaNegnKxT80A7dZBAcZAqzvP9oBEXxSAKmoxxPnLjogHqY75srAZPYDCa2ouDdPAl37KwdPrSaSUh3L_vnH6a6YCsKSqPE0Mp03KLXQMr3TrfGRxezHJmxXBsSg2gMMyFAqRRuosvwYaBhhtpbKkPYDAOApdWyfyTu4xXtGBFyLiyWacBKY9ri7dRJoz_ptkfkcnn2YRUetivTgquVRe-Q4yMzMUV-jh0ZiK-HCGTxTUOO6fk0X_D0fpRRD-Vm-2VbTX2hCF8Y7RBUM79s1OOYVmKtBAduM2W9x5DzXjwgWFhCY63mqxOdcJ2_2AwLp7jzcwDNzmf0AvW-XbzsUqcUt9vTkrlbLxLZ88SNLgVFKt5vNaaDf9aD27Iv9lyEyko5orY-UFa5e4F3OEACxG90XVY7AuiP1qjQOBLZYHMHssuyfjQJf16V7tQ0QshVp8PKciF8XVvfZ0Xxu2z-655bket9szvwqKRZ5HP5l5qI4DLNRay0ecPqVSgkc0wY9vFKlEOYjDFElcxSg-WDIkQ=&vjs=3&p=3&fvj=0,eBay Inc.,"Our technology stack includes Node.js front end app and Java based service for the back-end with MongoDB/MySQL. Self-motivation and ability to get things done. Are you looking for a company that inspires passion, courage and imagination,...",Sponsored - save job,save job,eBay Inc.,"1,661 reviews",,,
Production Planner,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CmC-4DW4xpxp1zV8bWwfKYN6uHsBjJfqwRqya3Mu8ZOYMAkc7LAerRTWof0P0ZUlw8NmBz0-68UTynhiaq5hec6Q2NchljhWWvy1mBgw0fR0MxuT5DpwXlY9ehVfbCoY7WY2yoSCkS84XnlUE39DYarFLqwAzaCYSM6yqJ-5AJY92UiBZilUpjuEkj3zvw6FqhH5jvEHoBpCxlkl2xgpBAMlB1ilFteqSY6IxXM1LJhxJ-JPdpOOP1UPGeU5gCJ0AXea9O0KmEfcX6JeeYhsehSba6Qve3FMXrXvvhZwzOlfIp9kzfES-Hdkhw0NUuKIpiLpn-ImzE6JaWbeRBwKpU1bEy-IND2u4vxYj1N2IaY5hXESbB4WWHBrcipftjzIV42VQJ4RjI2xJ2PiniBZi1Fx8RvP2FK6uhqI2l05N06nHN-rr8kGYu&vjs=3&p=4&fvj=1,Quten Research Institute,"Experience and proficiency with MS Office/EXCEL and ERP/MRP software. What is CoQ10? Qunol* is a market leading CoQ10 supplement sold in most major retail stores like Costco, Walmart, CVS, Target, and more....",Sponsored - save job,save job,Quten Research Institute,6 reviews,,"$60,000 - $80,000 a year",
Intern Machine Learning & Design Research,https://www.indeed.com/rc/clk?jk=5992bb95a6e2380b&fccid=7136762d065a5ad7&vjs=3,Autodesk,"With Autodesk software, you have the power to Make Anything. Autodesk is working to help solve some of the world's most complex design problems, from pressing ecological challenges to the development of scalable smart infrastructure....",30+ days ago   -  save job - more...,-  save job - more...,Autodesk,371 reviews,30+ days ago,,"New York, NY 10010 (Gramercy area)"
"Software Engineer, Projects",https://www.indeed.com/rc/clk?jk=cc9102c16e6f3362&fccid=bee6858907df8871&vjs=3,Shutterstock,"Exceptional software development fundamentals (data structures, algorithms, OOD and systems architecture). Experience building and designing scalable data services and RESTful API's. 5+ years of professional software development experience....",3 days ago   -  save job - more...,-  save job - more...,Shutterstock,51 reviews,3 days ago,,"New York, NY"
Java Algorithm Developer,https://www.indeed.com/rc/clk?jk=67ef8ae82e10fe62&fccid=59d3c73ec483ca52&vjs=3,TouchGraph,"Expert with Software Architecture, Design Patterns. Knowledge of Java 1.5, Eclipse, XML tools, Databases design, Java Applets, Text Analysis. Please send a resume and samples of your work to jobs@touchgraph.com....",19 days ago   -  save job - more...,-  save job - more...,,,19 days ago,,"New York, NY"
