date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
2018-11-09,,,Current Employee ,Postdoctoral Fellow,,0,"Great institute, world-renowned PI, collaborative environment and students, top-notch computing facility, lots opportunities around. Very good health care and retirement plans.",None so far. The city traffic is terrible.,,5.0,4.0,5.0,5.0,5.0,5.0
2018-11-07, Postdoctoral Fellow,"Austin, TX",Current Employee ,BEG Salary,More than a year,0,A good place for research,With a very low salary,,5.0,4.0,5.0,5.0,5.0,4.0
2018-11-08,,,Current Employee ,very good place to work,,0,"nice people, beautiful place, affordable living cost",a little bit too hot for north people,,5.0,4.0,5.0,5.0,4.0,5.0
2018-11-06,,,Former Employee ,Lecturer,,0,Great work environment - awesome students,Rip-off salary! $36K in Austin???,Quality faculty deserves quality salary,5.0,5.0,5.0,5.0,1.0,5.0
2018-11-05,,,Current Employee ,Research Assistant at UT Austin,,0,I can learn a lot from the position and it prepares me for future jobs.,"There are no cons, except for hot summer",,5.0,4.0,5.0,5.0,3.0,5.0
2018-11-19,,,Current Employee ,Ok for government,,0,Great to work on campus with students.,"Parking is a nightmare. Government funded, so salaries are below market. Hard to dismiss low-performing staff, so you have to deal with the low performers. Everyone gets 2% raise, so why try harder?",,3.0,3.0,3.0,3.0,3.0,3.0
2018-10-31,,,Current Employee ,Research Associate,More than 5 years,0,"good hours, flexibility, relaxed work environment","no bonuses, promotions, retirement plans not the best",,5.0,5.0,4.0,4.0,4.0,5.0
2018-10-28,,,Current Employee ,research assistant,,0,Good living quality. Reputation in industry in good,don't have a specific point,,5.0,5.0,5.0,5.0,5.0,5.0
2018-11-12, Lecturer,,Former Employee ,"All in All, not bad",More than 5 years,0,great benefits and work/life balance. Employees were good to work with,pay was well below standard and difficult to advance in the department.,,4.0,,,,,
2018-10-28,,,Current Employee ,System Adminstrator,,0,"Great benefits, laid back with an exciting atmosphere, and access to all the amenities at the university.","Traffic on getting and leaving to the university is quite hectic. Other than that, I don't have any compliant. Just keep up with the deadlines, projects and everything should be fine. Management is understanding as long as long you show them your working hard. Pay is a little low.",,5.0,4.0,4.0,4.0,4.0,4.0
2018-11-11,,,Current Employee ,University of Texas at Austin,,0,"Great co-workers, competitive benefits, good leadership.",Run down facilities and disconnected departments.,Invest in work environments for campus level staff.,4.0,4.0,4.0,3.0,3.0,4.0
2018-10-26,,,Current Employee ,Student assistant,,0,Best place to work if you are looking for a part time job,No that I know of,,5.0,5.0,5.0,5.0,5.0,5.0
2018-11-07, Research Associate,"Austin, TX",Current Employee ,Not bad,More than 5 years,0,"The work is not difficult, I like the overall culture, name recognition when you tell people where you work, good benefits, more vacation time than most people can realistically use.","Stagnant salaries, limited room for professional growth.",,3.0,4.0,4.0,2.0,3.0,4.0
2018-11-06,,,Current Employee ,Great part-time job,,0,"Able to make a little extra money, and when you move to full time with the state, the time counts towards years of service, for vacation time",Not enough work to have this be your only job,,4.0,,,,,
2018-11-05,,,Current Employee ,management intern,,0,"Everyone is willing to help, members are awesome and entertaining",Not much room to move up,,4.0,4.0,4.0,2.0,3.0,4.0
2018-10-17,,,Former Employee ,Teaching Assistant,,0,Tuition Waived....,Salary too low,,5.0,4.0,4.0,5.0,5.0,4.0
2018-10-18,,"Austin, TX",Current Employee ,Post Doctoral Research Fellow,More than a year,0,"-Great people
-Cutting edge facilities and lab",-Main building is always way too cold,,5.0,5.0,5.0,5.0,5.0,5.0
2018-10-31, Library Assistant,"Austin, TX",Former Employee ,Library Assistant III,More than 10 years,0,"Security, good working environment, friendly atmosphere","Low salary, lack of advancement opportunities",,4.0,4.0,4.0,2.0,2.0,3.0
2018-10-30,,,Current Employee ,student,,0,learning from educated professors in class,cost money to get a good education,,4.0,,,,,
2018-10-12,,,Current Employee ,love working at ut austin,,0,"great research, great academics, top school",no cons currently at ut austin,,5.0,3.0,5.0,5.0,1.0,5.0
2018-10-12, Research Associate,"Austin, TX",Current Employee ,A great university,More than a year,0,The working environment is very good. The staff working here are friendly.,The salary is low for researchers.,,5.0,5.0,5.0,5.0,5.0,5.0
2018-10-11,,,Current Employee ,Content Tutor,,0,Friendly colleagues and good students,No cons I have found yet,,5.0,5.0,5.0,4.0,5.0,5.0
2018-10-10,,,Current Employee ,postdoctoral research fellow,,0,"good health insurance, working time is flexible",I did not think of any,,5.0,5.0,5.0,5.0,5.0,5.0
2018-10-08,,,Current Employee ,Undergraduate Research Assistant,,0,"Flexible hours, good for undergraduate students",Don't expect the salary to go high,,5.0,5.0,5.0,5.0,5.0,5.0
2018-10-08,,,Current Employee ,Great graduate school,,0,"Location, Austin is the best; great health insurance
Supportive faculty and staff.","None really, it's grad school. A general criticism.",,5.0,,,,,
2018-10-05,,,Current Employee ,IT Coordinator II,,0,Great coworkers with the ability to work in a collaborative environment.,no downsides - great experience overall,,5.0,5.0,5.0,5.0,5.0,5.0
2018-10-02,,,Current Employee ,Research Assistant,,0,Good Working Environment and graduate students,Can be boring at times,,5.0,5.0,5.0,5.0,4.0,5.0
2018-09-29,,,Former Employee ,Great Employer,,0,"Great mix of young and older people keeps the energy high.
Great benefits - too many to enumerate.
Easy to get to - great location","bureaucracy
degree holders win over people with superior skills","Team leaders needed, not power mad control freaks",5.0,5.0,4.0,5.0,5.0,5.0
2018-10-16,,,Current Employee ,Desktop Support Technician,,0,Great place to be for academics,Pay is low and non-competitive,,4.0,5.0,5.0,3.0,2.0,2.0
2018-10-13,,,Current Employee ,University of Texas at Austin is a great place to work,,0,Nice work environment. High quality research.,Too much work for relatively low salary. No chance to grow-up professionally if you are not a Faculty member.,,4.0,3.0,5.0,4.0,5.0,3.0
2018-09-27,,,Current Employee ,AMAZING PLACE TO BE A PEER ADVISOR. 10/10 recommend,,0,"Easy environment, great office, and my coworkers are easy going.",Not much hours are given to peer advisors,,5.0,5.0,5.0,5.0,3.0,3.0
2018-09-27, Research Associate I/Research Engineer,"Austin, TX",Current Employee ,Research Associate I/ Research Engineer,Less than a year,0,Fulfilling job practicing exactly what I went to school for but in a different field of study.,Some days can be either really busy or idle by.,,5.0,5.0,,,,
2018-09-26,,,Current Employee ,Good,,0,"Flexible work hours, paid health insurance","Low Pay, funding not permanent",,5.0,,,,,
2018-10-10,,,Current Employee ,Administrative Assistant,,0,"State Job
Health Insurance
Access to sporting events/plays/concerts","Traffic
Parking
Advancement
Minimal Raises
Commute
Large Campus
Not much else but cannot move forward without entering more",Acknowledge the little folks/support staff,4.0,4.0,4.0,4.0,4.0,4.0
2018-09-24,,,Current Employee ,RTF Specialist IV,,0,"Great culture
Exciting opportunities
Beautiful campus","No parking
Transportation
Extensive walking",,5.0,5.0,5.0,5.0,5.0,5.0
2018-09-24, Student Caller,"Austin, TX",Current Employee ,UTalk Student Caller,More than a year,0,"Lots of downtime, lots of communication in office",Coldcalling is very difficult for some,Try and steer student callers into dealing with cold calling better,5.0,5.0,5.0,4.0,4.0,3.0
2018-09-24, Administrative Associate,"Austin, TX",Former Employee ,Wonderful coworkers working as a team,More than a year,0,"Great support from coworkers and seniors, everyone wants to help the students and working with this team really felt like we were working as a team to do everything we could do to help them.",Salary could be higher but it always could be!,,5.0,5.0,5.0,5.0,3.0,5.0
2018-09-23, Software Developer,"Austin, TX",Current Employee ,UT software developer,More than a year,0,"Great people
Laid back environment
Lots of projects
Chance for growth","Low starting pay
Two year min contracts",,5.0,5.0,5.0,4.0,5.0,4.0
2018-10-07, Senior Administrative Assistant,"Austin, TX",Former Employee ,Good Place to Work,More than a year,0,Good compensation for the right admin/clerical positions. Great benefits. Wonderful interactions with students. Energetic atmosphere on campus with new and exciting things happening each season.,Hard to get off clerical track and advance into higher paying non-clerical roles. Some offices stuck in the way they've always done things. Not always supportive in developing employees to advance and move up.,,4.0,4.0,4.0,3.0,5.0,4.0
2018-10-06,,,Former Employee ,"Division of Housing and Food - No, thanks!",,0,You get great benefits and can apply to other departments.,"The Division of Housing and Food is not a happy place. People are neither friendly or helpful. Obviously people have been promoted for time served rather than leadership skills. The systems are antiquated and there are not many resources to learn archaic practices. Also, be prepared to attend social justice training on a regular basis. And there is a 2-year waiting list for parking...",Learn how to teach and train others or step down from your position.,3.0,4.0,1.0,3.0,4.0,1.0
2018-10-05,,,Current Employee ,PA at UT,,0,"Flexible hours, nice staff, easy commute",Work conditions are not great,,4.0,,,,,
2018-09-19,,,Current Employee ,Office Assistant,,0,"Pretty great job if you are going to school also, super flexible hours usually
Free food fairly regularly","Can't really drive to work, have to take the bus",,5.0,,,,,
2018-09-19,,,Current Employee ,AMAZING I want to go back,,0,amazing place to work very fun,I dont have any cons,,5.0,5.0,5.0,5.0,5.0,5.0
2018-10-04, Student Associate,"Austin, TX",Current Employee ,Student Associate,Less than a year,0,"-flexible with schedule
-great work culture
-student oriented
-administrative skills
-","mundane mindless task
not much variety in task",,4.0,5.0,5.0,5.0,4.0,5.0
2018-10-24,,,Current Employee ,High Turnover...,,0,none at this current moment,not much appreciation for staff; little consideration for work/life balance,consider the tasks that are given to your staff and try to avoid last minute tasks/decisions due to poor planning,1.0,1.0,1.0,4.0,1.0,1.0
2018-09-30,,,Current Employee ,Student,,0,"Good professors, well-designed courses, nice football court and gyms","Exams at night, huge campus",,4.0,,,,,
2018-09-13, Research Assistant,"Austin, TX",Former Employee ,Research Assistant,More than 5 years,0,Good place for research in EE. Cleanroom access and equipment related to microelectronics processing. Working with talent professors and graduate students.,Some of the instruments need to be updated.,,5.0,5.0,5.0,5.0,5.0,5.0
2018-09-11, Lifeguard,"Austin, TX",Former Employee ,Great place to work as a Student,Less than a year,0,"Flexible schedule, Young workforce, Fun Environment",Everyone has the same schedule conflicts,,5.0,5.0,5.0,3.0,3.0,5.0
2018-09-11,,,Current Employee ,Great Side Gig,,0,"Flexible hours, work from home with few meetings, good way to review and maintain technical knowledge","During exam weeks, it can get pretty hectic (especially during finals week, when you're trying to study for your own finals)",,5.0,5.0,3.0,4.0,,
2018-09-25,,,Former Employee ,Great Experience,,0,Good office environment filled with lovely people.,Strong personalities which sometimes makes it hard to work with some key people.,,4.0,4.0,4.0,4.0,4.0,4.0
2018-09-10,,,Former Employee ,Academics,,0,"Offered health insurance
Responsive administration
Beautiful campus",Guns are allowed on campus. But that's the government's fault,,5.0,,,,,
2018-09-08, Project Lead,"Austin, TX",Current Employee ,Project Lead position,More than 3 years,0,"Great culture, great location and great opportunity for advancement.",Bureaucracy prevents rapid development and encourages heeldragging,Get rid of unnecessary red tape and help alleviate departmental fracturing.,5.0,5.0,5.0,5.0,5.0,5.0
2018-09-07,,,Former Employee ,Visitors Center Tour Guide,,0,"Great coworkers, active role in communicating with visitors",No longer a paid position,,5.0,,,,,
2018-09-07, Student Technology Assistant,,Current Employee ,LAITS Department,Less than a year,0,"Great employee environment, on-boarding was very simple. Trainings and other required materials easily accessible, and plenty of resources available to learn about job duties and skills to do said duties",On-boarding took very long. Most of my time for the first two weeks was spent doing menial tasks at the desk until I received access to the resources needed to accomplish my job.,"Communicate, communicate, communicate. It's better for everyone to be on the same page than having people guess what is supposed to be happening at any given time.",5.0,5.0,5.0,4.0,5.0,4.0
2018-09-07,,,Current Employee ,Graduate,,0,Great environment to teach and learn.,Working as Teaching Assistant and full-time graduate student so I need to manage my schedule effectively,,5.0,4.0,4.0,5.0,4.0,4.0
2018-09-20,,,Current Employee ,Great Benefits. Poor Pay.,,0,"Benefits
Loaning books from the libraries
Bus pass and state perks","Accruing time off vs. given the time off at beginning of year
Pay
Merit increases are minimal and you creep to increase your salary
Career growth only when you leave your dept.
Parking is costly.",,3.0,3.0,3.0,2.0,5.0,2.0
2018-09-18,,,Current Employee ,No growth in sales,,0,"its the university of texas
free gear","no growth in your position
really hard calls
no commission",,4.0,3.0,3.0,3.0,3.0,3.0
2018-09-18,,,Current Employee ,Graduate Research Assistant,,0,Pay for the PhD degree,Lead a frugal lifestyle (of course),,4.0,4.0,3.0,2.0,,
2018-09-16, Graduate Teaching Assistant,"Austin, TX",Current Employee ,Graduate Teaching Assistant,More than 3 years,0,Teaching is enjoyable! I have gained deeper understanding about the knowledge through teaching too.,The job is only for graduate students.,,4.0,,,,,
2018-08-31, Graduate Research Assistant,"Austin, TX",Current Employee ,Research Assistant,More than 5 years,0,Employees have Full self-responsibility and time management,There is not enough achievement-based evaluation for your work.,,5.0,4.0,4.0,4.0,4.0,4.0
2018-09-12,,,Current Employee ,Research,,0,Lots of experience on software and programming,Pays very little for work done,,4.0,,,,,
2018-08-29, Child Care Assistant,"Austin, TX",Former Employee ,Awesome,Less than a year,0,The schedule was flexible and easy,The hourly rate was low,,5.0,5.0,5.0,5.0,,
2018-08-26,,,Former Employee ,PostDoctoral Associate,,0,Beautiful campus. Friendly staff. Great location. Austin is the best city to live!,No cons. It's hot in Texas so be prepared.,,5.0,5.0,5.0,,,
2018-09-09,,"Austin, TX",Former Employee ,student associate,More than a year,0,"*Fairly flexible schedule (in terms of scheduling around classes)
*On campus, which is convenient","*Pay for the amount of work they want you do is not worth it
*if you drive, you have to pay for parking to go to work","Look, students who work part time on campus as work STUDY employees are applying with the expectation they'll be able to study during work.

No part time student is going to go out of their way to kiss up or do extra work for only $10 an hour. Sorry, but it's not like theres any incentive to get me to do more than I have to.",3.0,3.0,1.0,1.0,1.0,1.0
2018-09-07,,,Current Employee ,Director of Development,,0,very good work life balance,Strategic organization needs improvement across the board,,4.0,,,,,
2018-09-07,,,Current Employee ,Social Media Strategist,,0,"Creative freedom
Constructive criticism
Flexible with schedule","Workplace politics are high
A lot of pleasing others (especially higher ups)",Pay more attention to the recommendations of your employees.,3.0,5.0,4.0,5.0,3.0,3.0
2018-09-27,,,Former Employee ,It depends on your department/enviornment,More than a year,0,"Beautiful campus, good benefits, stimulating environment, EAP, resource groups. Great people work here.","Many of the departments are toxic, hostile working environments. The dean at one school demonstrated favoritism by consistently promoting one particular employee, and turning her head when presented with reports on her favorite employee's harassment, bullying behavior, and outright racial discrimination. This dean cares more about her image and legacy than the school or its students. She berates staff and insinuates they are incompetent. She resorts to retaliation and intentionally tries to remove people from their positions. There has been increased turnover since she has been dean, and the school has lost valuable, award-winning staff. Many people have taken sick leave or have left because working there has made them physically ill.",Take action when people report bullying and unethical behavior.,1.0,1.0,1.0,3.0,1.0,
2018-09-05,,,Former Employee ,Undergraduate Assistant,,0,"Flexible schedule, generous pay, plenty of interaction with academia","Hands-off management, sometimes poorly managed",,4.0,,,,,
2018-09-06,,,Former Employee ,Student Worker,More than a year,0,"Flexible, can use desk resources","Low pay, short lunch, random job duties",,3.0,3.0,3.0,2.0,2.0,4.0
2018-09-04,,,Current Employee ,PhD,,0,"The university is good, all the professors are nice.",The salary is a little low compared with the price at Austin,,4.0,,,,,
2018-08-21,,,Current Employee ,Good experience and environment,,0,"Very nice faculty/staff, benefits, pay and experience.","Due to working on campus, traffic/parking is difficult.",Nothing!,5.0,5.0,5.0,5.0,5.0,5.0
2018-08-18, Postdoctoral Fellow,,Current Employee ,UT Austin review from an employee,More than a year,0,Great place for high level research,Salary as postdoc is good but non comparable with industrial jobs.,,5.0,4.0,3.0,3.0,3.0,3.0
2018-08-17,,,Current Employee ,Nice,,0,"Nice Environment, very smart people to work with.",Wages are a little bit below average.,,5.0,,,,,
2018-08-30,,,Current Employee ,Marketing,,0,Great management depending on who you work for at the university,"You have to pay for your own parking, gym membership, etc.- not really a lot of employee perks",,4.0,5.0,5.0,3.0,2.0,4.0
2018-09-20,,,Former Employee ,UTeach Institute,,0,Nothing outweighs the negativity at this organization.,"Run, don't walk, run away from the UTeach Institute. This is the most dysfunctional organization I have ever worked for. The leadership is lazy, incompetent, paranoid, disconnected, micro-managerial, toxic, unprofessional, unaccountable, egotistical, self-aggrandizing, delusional, ignorant, disempowering, disingenuous, deceitful, petty, and megalomaniacal. The expectations are inconsistent, the actions are frequently punitive, the culture is highly toxic.","Find.New.Leadership.
Listen to the many many staff concerns and take action before there is a mass exodus.
Be open to positive change.",1.0,1.0,,,,
2018-08-27,,,Current Employee ,Graduate Research Assistant,,0,Good research facilities; experienced professors,the weather would be very hot during summer,,4.0,,,,,
2018-08-12,,,Former Employee ,Teaching Assistant,,0,Simple and straight forward job without too many responsibilities.,None that I can think of,,5.0,5.0,5.0,5.0,3.0,
2018-08-25,,"Austin, TX",Former Employee ,Graduate Assistnt,,0,Collegial environment to work in,The part-time salary for graduate students is not compatible with living expenses in Austin,,4.0,3.0,4.0,4.0,2.0,3.0
2018-08-22, Research Associate,"Austin, TX",Current Employee ,Good research institution,More than 8 years,0,"When funding is available, UT can be a great environment to do scientific research.",The institution favors senior researchers and there is little chance to move up.,,4.0,5.0,5.0,2.0,4.0,3.0
2018-08-17,,,Former Employee ,Adninistrative Assistant,,0,Great job with reliable benifits and intelligent management.,No parking no worries take the bus or ride your bike.,Keep up the good work,4.0,4.0,4.0,4.0,4.0,4.0
2018-08-17,,,Current Employee ,Ladybird Johnson Wildflower Center,,0,"Amazing people &coworkers, environment","pay, bureaucracy leads to slow progress and change",,4.0,,,,,
2018-08-02, Graduate Research Assistant,"Austin, TX",Current Employee ,PhD Program,More than a year,0,Top school in Texas region,Traffic is heavy during rush hours,,5.0,,,,,
2018-08-15,,,Current Employee ,ITS(Information Technology Services) Applications Department,,0,"This organization really cares about you, when they said they want you to take care of your personal life they mean it. Everyone is really nice is just a really great place to work.","In IT, the pay is really a con, In Austin tech is just competitive, and that is really only because of state benefits.",You really need to look at your IT pay structure and make some changes.,4.0,5.0,4.0,4.0,2.0,3.0
2018-08-13, Cashier III,"Austin, TX",Former Employee ,Parking & Transportation Cashier III,More than a year,0,"Friendly co-workers, benefits are great, overtime opportunities","Very high-pace, high customer traffic, unorganized management, must keep your cool, very demanding","Improve communication within management and subordinates, offer better training for new employees, management should consider sitting in a cashier's office during different periods throughout the year to experience what goes on during a busy day (not just one day)",2.0,1.0,2.0,2.0,4.0,1.0
2018-08-10,,,Current Employee ,GRA,,0,Great work schedule (advisor dependent),Long working hours (advisor dependent),,4.0,,,,,
2018-07-26, Financial Officer,"Austin, TX",Current Employee ,It's been great,More than 10 years,0,We have the best accounting system you can find.,We are changing accounting systems and the future remains unknown to the value of the replacement.,,5.0,5.0,4.0,4.0,4.0,4.0
2018-08-08,,,Current Employee ,Grant place for steady consistent work environment,,0,"-Great benefits
-Healthy work/life balance
-Rarely get overtime if salaried
-Campus is beautiful","-Work can get monotonous
-Limited position growth
-Limited salary growth",,4.0,4.0,4.0,3.0,5.0,4.0
2018-08-10,,,Former Employee ,Low Salaries,,0,Very good facilities and research,Low salaries. All the good engineers leave to go elsewhere.,,2.0,,,,,
2018-07-25,,,Former Employee ,Executive Assistant,More than 3 years,0,"Lots of opportunities to expand knowledge and advance career once you have been hired. Decent pay and good benefits, retirement, as a state employee. Best city and university in Texas!","University likes to hire/promote from within so it can be difficult to be an outside hire. Parking is always difficult, so use public transit, if possible. Pay equity varies depending on the college or area of assignment. As a state employee, salary is made public, which can be uncomfortable but also allows employee to cite similar pay for similar positions when negotiating raise.",,5.0,3.0,4.0,4.0,4.0,4.0
2018-08-07, Scientist,"Austin, TX",Former Employee ,Decent place to be a researcher,More than 5 years,0,"Life in Austin is great, beautiful campus, nice gym access, good colleagues","Hot in the summer, some unproductive/combative senior academics",Be proactive about setting up a wholesome environment for junior researchers,4.0,4.0,4.0,5.0,3.0,4.0
2018-07-24,,,Current Employee ,engineer,,0,"It's pretty good, I like it",Nothing bad for this university,,5.0,,,,,
2018-08-06, Student Assistant At Jester Market,"Austin, TX",Former Employee ,UT Division of Food and Housing Services Student Worker Review,More than a year,0,"-Very Flexible
-Free meal with each shift
-A little pay raise each semester you work during finals time
-Management is pretty chill",They started getting more strict with silly things right before I left and changing up management.,,4.0,,,,,
2018-08-27, TMSMT,"Austin, TX",Former Employee ,Very Questionable Employment Practices,Less than a year,0,Creative environment among students in eclectic campus setting.,"Employees with little or no talent, but years of service take precedence. Young talent gets used and discarded with no recourse.","When you know that you will be terminating an employee because of departmental budget constraints and or restructuring, do them right by giving them some advance (2 week) notice to enable them to prepare financially and otherwise for the impending termination. Employers generally expect a 2 week notice from their employee, give the employee the same courtesy. UT is truly rotten in this respect.",1.0,2.0,1.0,2.0,2.0,1.0
2018-08-04, Lecturer,"Austin, TX",Current Employee ,"Great students, confusing career path for teaching professors",More than a year,0,"Great students, lots of continuing education resources, lots of control over course content. Good benefits.","Short contracts, confusing job path, typical academic politics and disregard for teaching at a research university. Title IX compliance problematic.",Beef up student resources and protections around harassment. Create a clear career path for non-research faculty and disseminate to ALL departments and ensure compliance.,4.0,3.0,3.0,4.0,4.0,3.0
2018-08-04,,,Former Employee ,Chef Assistant,,0,Great balance to being a student and worker.,Pay was low at the time.,,4.0,,,,,
2018-07-19,,,Current Employee ,Administrative Associate,More than a year,0,"Fantastic benefits package, great work environment, and good upward mobility.",Parking is an absolute nightmare.,,5.0,5.0,5.0,5.0,5.0,5.0
2018-08-03, Building Coordinator,,Current Employee ,UT Recsports Building Coordinator,More than a year,0,"Somewhat Flexible with time considering you're a student, pay is decent for a part-time student job, good people to work with, Can drop and pick up shifts pretty easily","Nothing out of the ordinary, Shifts are in 3 to 4 hour blocks",,4.0,,,,,
2018-07-18,,"Austin, TX",Current Employee ,Career Advancement and Innovation,More than 10 years,0,"Innovative, synergistic, environment that welcomes new ideas.","Market rates for most campus positions are much higher, especially in technology fields.",Value institutional knowledge and leverage it with new ideas.,5.0,4.0,5.0,5.0,4.0,3.0
2018-08-02, Director of Development,"Austin, TX",Former Employee ,Tons of resources for your success but you have to leverage them. Sink or swim.,More than 5 years,0,"Wealth of resources, human and otherwise. Collaborative culture. Positive energy and enthusiasm. As a fundraiser, if you produce, you’re rewarded.",Easy to get lost in the mix. If your supervisor doesn’t truly care about your professional development you will not have a great experience.,360 reviews.,4.0,4.0,4.0,4.0,4.0,4.0
2018-08-02,,,Current Employee ,Graduate Research Assistant,,0,"Good place, friendly professors and staff",It is hard to balance work and life.,,4.0,3.0,4.0,4.0,4.0,4.0
2018-07-31, Senior Business Analyst,"Austin, TX",Current Employee ,Senior Business Analyst,More than 5 years,0,"Grea work life balance
Lots of vacation time
Job security
Great benefits","2% raise
Low compensation
No advancement
Most people stay to retire with pension","Promote people based on work ethic, not on personal relationships",3.0,5.0,3.0,3.0,2.0,3.0
2018-07-31,,,Current Employee ,Postdoc,,0,"Great lab, good facilities, interesting location, lots of great and collaborative research around","While some admins are great, some are difficult to work with and not highly competent",,4.0,,,,,
2018-08-20, Financial Aid Officer II,,Former Employee ,Financial Aid Officer II,Less than a year,0,Was able to work a few good people and learn.,Management was not great. Dealing with certain people that were more worried about them and not the team as a whole.,Be a better leader and not hide in your office all day. You have to lead by example. Everything starts from the too and rolls downhill. You can't be upset with the work environment when the root of the problem is you and your management skills.,1.0,2.0,1.0,2.0,5.0,1.0
2018-07-12,,,Current Employee ,good place to enjoy research,,0,try my ideas as my wish,have no cons i can say,,5.0,5.0,5.0,5.0,5.0,5.0
2018-07-13,,,Current Employee ,Wonderful place to work,,0,Love the culture and atmosphere,Austin Traffic makes this a hard place to work an 8-5,,5.0,5.0,5.0,5.0,5.0,5.0
2018-07-26,,,Current Employee ,Working at UT Austin,More than 5 years,0,"UT Austin is a very collegial place to work. The majority of the people I work with are professional, competent and kind. The health insurance is fantastic and other perks include the UT Daycare Center available to staff and faculty, as well as access to a free class each semester. The retirement benefits are also pretty good. Once you get your foot in the door at UT, it opens up other opportunities across campus for advancement as you progress in your career. I would definitely recommend it as a great place for anyone to work!",Terminating bullies or incompetent employees can take much too long.,,4.0,4.0,4.0,5.0,4.0,4.0
2018-07-24,,,Current Employee ,Good research environment,,0,Situated in city with many job prospects. Worked with some good people.,Can be isolating from peers.,,4.0,5.0,3.0,5.0,3.0,4.0
2018-07-22,,,Current Employee ,Postdoctoral Fellow,,0,UT Austin is a nice place for research,Summer in Austin is very hot,Please come to Austin if you hate the long winter,4.0,,,,,
2018-07-08, Mathematics Specialist,"Austin, TX",Current Employee ,Mathematics Specialist,More than a year,0,"Schedule Flexibility, incredible supervisors, and great health insurance. Interacting with students and teaching courses is enjoyable and rewarding work.",The pay isn't very good but can be combined with other work.,I have no advice for management.,5.0,5.0,5.0,1.0,4.0,5.0
2018-07-21,,,Current Employee ,Graduate Student,,0,"Great research culture
Lots of collaboration opportunities
Lots of Compute and Resources","Very large university
Feels less academic than small ones",,4.0,,,,,
2018-07-07, Post Doctoral Fellow,,Current Employee ,Doctor,More than 5 years,0,"Work is great with good people and environment. Love the city, taxes, etc. it is the best place to work for so many great reasons",There no real bad things to talk about in regards to working here. I like most of the day to day things,I really do. It have any advice to give to the management other than continue to manage effectively and patiently,5.0,5.0,5.0,5.0,5.0,5.0
2018-07-21,,,Former Employee ,Underpaid but fun/ good Insurance,,0,"Very fun, close to everything, campus workplace",UT employees underpaid across the board,,4.0,5.0,4.0,4.0,3.0,4.0
2018-07-05, Academic Counselor,"Austin, TX",Current Employee ,Academic Counselor,More than 8 years,0,Great experience working with students.,Can get political so try to be on good terms with all.,Put more focus on the students and less on bottom line.,5.0,3.0,3.0,5.0,5.0,3.0
2018-07-03,,,Former Employee ,TA,,0,Good work life balance as a graduate student,Very busy and there is lots to do,,5.0,5.0,5.0,5.0,5.0,5.0
2018-06-28,,,Former Employee ,Great Opportunity for a student,,0,"Flexible schedule, good benefits as a student",Benefits vary across departments and funding,,5.0,,,,,
2018-07-09,,,Current Employee ,Graduate Program Coordinator,,0,Network support for graduate coordinators across campus.,Low salary despite being a highly demanding position.,,3.0,3.0,3.0,3.0,2.0,3.0
2018-06-18, Software Engineer,"Austin, TX",Current Employee ,Good Company,,0,Good to work with senior are very cooperative,Good working Enviornment reliable working timing,,5.0,4.0,4.0,4.0,4.0,4.0
2018-06-26, Human Resources,"Austin, TX",Current Employee ,Some opportunities exist for an HR person at UT but pay is low and workload is heavy.,More than 10 years,0,"Good benefits including insurance and retirement.
Large organization allows for more opportunities to move, and potentially advance, within the university.
Good leadership with President Fenves.
UT has money to develop its technology resources, which may make your job easier or more efficient.
Typically have the opportunity for a merit raise each year.","Pay tends to be low.
Managers tend to be compensated disproportionately higher and receive greater increases when compared to front line workers.
Workloads, at least in Human Resources titles, tends to be very heavy.
There tends to be disparities in workload within units - some positions may be heavily overloaded while others are underutilized.
Structured opportunities for managers to recognize and appreciate employees are slim and underutilized.
You have to pay for parking and there is an 18 month wait for garage spaces. You can buy cheaper “A” parking but spaces nearest campus fill up early, relegating those who do not come in a seven am to lots in the outer reaches on campus.","Compensate your front line workers at least as vigorously as you are compensating your management. Take opportunities to formally recognize and show appreciation to good employees. At the University level, find ways to start subsidizing parking costs for employees- perhaps by sliding scale based on salary. Add more parking on and around campus.
Recognize overloaded employees and identify ways to streamline or reduce responsibilities or reassign work to other existing workers who are underutilized or add staff to support overloaded person.",3.0,3.0,4.0,3.0,3.0,3.0
2018-06-14,,,Current Employee ,Work,,0,Good company with good people,Lots of work with lots of projects,,5.0,,,,,
2018-06-14,,,Current Employee ,UT Football,,0,It is the best job ever,Nothing is wrong about it,,5.0,5.0,5.0,5.0,5.0,5.0
2018-06-27,,,Current Employee ,teaching assistant,More than 3 years,0,great benefits for part time work,lower pay compared to other graduate programs that offer teaching assistantships,,4.0,4.0,5.0,4.0,4.0,4.0
2018-06-11,,,Former Employee ,Graduate Research Assistant,,0,"Nice staff, great work experiences for students/opportunity to work in your field, health insurance options, flexible hours with classes.","Not many cons, wish I could have worked more hours.",Keep GRA jobs!,5.0,5.0,5.0,5.0,2.0,5.0
2018-06-07,,,Former Employee ,Good place to work as a student,,0,"Flexible hours, good pay. Easy work",No cons considering it is a part time job on campus.,,5.0,5.0,4.0,3.0,1.0,5.0
